8.15221294760704	0
9.195428341627121	1
14.323398470878601	2
15.32871276140213	3
16.515731811523438	4
17.74134859442711	5
22.651314735412598	6
23.76733347773552	7
24.872545152902603	8
29.821816831827164	9
30.891627073287964	10
32.06484764814377	11
33.144760876894	12
38.21663185954094	13
39.355047047138214	14
40.56156426668167	15
41.52317717671394	16
46.564847230911255	17
47.92506620287895	18
49.00287836790085	19
54.02794852852821	20
55.14506623148918	21
56.28808215260506	22
57.382095605134964	23
62.353864312171936	24
63.44398111104965	25
64.48469683527946	26
65.58411195874214	27
70.63568010926247	28
71.9044990837574	29
72.87221029400826	30
77.88687944412231	31
79.14020121097565	32
80.06251230835915	33
81.13042637705803	34
82.25134387612343	35
83.4263563156128	36
84.4009704887867	37
85.38288250565529	38
94.37311068177223	39
95.31732276082039	40
96.24183550477028	41
97.42875397205353	42
102.41712257266045	43
103.33103314042091	44
104.33824732899666	45
105.30206188559532	46
110.18412932753563	47
111.28444597125053	48
112.35605925321579	49
113.41597512364388	50
118.38804557919502	51
119.33425441384315	52
120.24436891078949	53
121.24338373541832	54
126.32755190134048	55
127.35096737742424	56
128.56918573379517	57
129.54359874129295	58
134.46956500411034	59
135.3747807443142	60
136.32269203662872	61
137.20480352640152	62
142.1750709414482	63
143.12468469142914	64
144.2268006503582	65
145.09741589426994	66
150.9447954595089	67
152.01400965452194	68
152.84961834549904	69
153.8294367492199	70
154.94785085320473	71
155.960563570261	72
156.82857483625412	73
157.74328634142876	74
166.6228137910366	75
167.63292625546455	76
168.73044148087502	77
169.64225471019745	78
170.51806673407555	79
171.46417871117592	80
172.30789363384247	81
173.1899045407772	82
178.13417315483093	83
179.0969856083393	84
180.1437996327877	85
181.29751458764076	86
186.35928630828857	87
187.4375008046627	88
188.5051168501377	89
189.6432302892208	90
194.53779980540276	91
195.57681307196617	92
196.78563252091408	93
201.98580250144005	94
202.93131470680237	95
203.95753160119057	96
204.92104440927505	97
210.09011566638947	98
211.0029272735119	99
