5.483075976371765	0
10.52364706993103	1
11.587262153625488	2
12.59557530283928	3
17.857249826192856	4
18.781960010528564	5
19.673675298690796	6
21.015793085098267	7
25.92765912413597	8
27.13707461953163	9
28.436195105314255	10
29.46041151881218	11
34.48617830872536	12
35.537395626306534	13
36.72751039266586	14
37.75762394070625	15
42.79639571905136	16
43.89401152729988	17
45.044027268886566	18
50.10499432682991	19
51.08150839805603	20
52.10092291235924	21
53.035736083984375	22
57.99200385808945	23
59.045419096946716	24
60.22823601961136	25
61.205051839351654	26
66.24472141265869	27
67.52383708953857	28
68.52775067090988	29
69.48766484856606	30
74.4413323700428	31
75.66685229539871	32
76.67416334152222	33
85.81439033150673	34
87.07340806722641	35
88.22422474622726	36
89.25963938236237	37
90.23335203528404	38
91.45627170801163	39
92.5331823527813	40
93.50829944014549	41
98.45936670899391	42
99.37357902526855	43
100.2545915544033	44
101.1372059583664	45
106.2355749309063	46
107.22798854112625	47
108.44500362873077	48
109.30181667208672	49
114.2202839255333	50
115.21470174193382	51
116.2085123360157	52
117.21602827310562	53
122.58389964699745	54
123.63271787762642	55
124.72453340888023	56
125.72884559631348	57
130.72191551327705	58
131.67782872915268	59
132.69544392824173	60
133.6749568581581	61
138.7818269431591	62
139.73524048924446	63
140.66265150904655	64
141.54386520385742	65
146.49993181228638	66
147.3732441663742	67
148.4292596578598	68
158.290296792984	69
159.36951339244843	70
160.5864278972149	71
161.62904351949692	72
162.64255717396736	73
163.60997036099434	74
164.72288593649864	75
165.62629863619804	76
174.45611953735352	77
175.54093524813652	78
176.65835097432137	79
181.8564236164093	80
182.78443440794945	81
183.65604802966118	82
184.51036140322685	83
185.48987433314323	84
190.3984434902668	85
191.56485795974731	86
192.59337335824966	87
193.56288760900497	88
198.6478567123413	89
200.31027868390083	90
201.39449462294579	91
206.35516569018364	92
207.8963853418827	93
209.1798037290573	94
212.60635182261467	95
213.923167437315	96
214.75987881422043	97
216.13899990916252	98
217.02121198177338	99
